closeness_1,closeness_2,closeness_3,label
27089.54988254303,39014.5982111283,50418.116240386735,0.0
22559.81771018493,28489.24390887371,38947.390456568435,0.0
2053.0652879987156,7726.5478289356015,38947.390456568435,0.0
5928.125769083742,7726.5478289356015,22559.81771018493,0.0
2053.0652879987156,5928.125769083742,28489.24390887371,0.0
